STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,INDUSTRIAL_INSTRUMENT,Industrial policy instrument,ACTIVITY,Economic activity,REF_AREA,Reference area,INSTRUMENT_TYPE,Instrument type,SECTORAL,Sectoral criterion,GREEN,Green criterion,TECH_FOCUSED,Technology-focused criterion,RD,R&D criterion,SME,SMEs and young firms criterion,JOBS_SKILLS,Jobs&skills criterion,DIGITAL,Digital criterion,EXPORT_FINANCE,Export finance instrument,COVID_SUPPORT,COVID emergency support,EU_SUPPORT,EU support,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier,INSTRUMENT_ORIGINAL,Industrial policy instrument name in original language
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA04,Cultura Crea Loans (the new version Cultura Crea 2.0 has been introduced in 2021-2022),R,"Arts, entertainment and recreation",ITA,Italy,FI01,Loans,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2019,,11,,6,Millions,Culture Crea Loans,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA04,Cultura Crea Loans (the new version Cultura Crea 2.0 has been introduced in 2021-2022),R,"Arts, entertainment and recreation",ITA,Italy,FI01,Loans,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2020,,15,,6,Millions,Culture Crea Loans,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA04,Cultura Crea Loans (the new version Cultura Crea 2.0 has been introduced in 2021-2022),R,"Arts, entertainment and recreation",ITA,Italy,FI01,Loans,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2021,,18,,6,Millions,Culture Crea Loans,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA04,Cultura Crea Loans (the new version Cultura Crea 2.0 has been introduced in 2021-2022),R,"Arts, entertainment and recreation",ITA,Italy,FI01,Loans,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2019,,0.001,,0,Units,Culture Crea Loans,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA04,Cultura Crea Loans (the new version Cultura Crea 2.0 has been introduced in 2021-2022),R,"Arts, entertainment and recreation",ITA,Italy,FI01,Loans,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2020,,0.001,,0,Units,Culture Crea Loans,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA04,Cultura Crea Loans (the new version Cultura Crea 2.0 has been introduced in 2021-2022),R,"Arts, entertainment and recreation",ITA,Italy,FI01,Loans,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2021,,0.001,,0,Units,Culture Crea Loans,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA06,"Participation to International Fairs, Exhibitions and Business Missions - Fondo 394/81",_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,XDC,National currency,2019,,10,,6,Millions,"partecipazione a fiere internazionali, mostre e missioni di sistema - Fondo 394/81",
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA06,"Participation to International Fairs, Exhibitions and Business Missions - Fondo 394/81",_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,XDC,National currency,2020,,51,,6,Millions,"partecipazione a fiere internazionali, mostre e missioni di sistema - Fondo 394/81",
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA06,"Participation to International Fairs, Exhibitions and Business Missions - Fondo 394/81",_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,XDC,National currency,2021,,200,,6,Millions,"partecipazione a fiere internazionali, mostre e missioni di sistema - Fondo 394/81",
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA06,"Participation to International Fairs, Exhibitions and Business Missions - Fondo 394/81",_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2019,,0.001,,0,Units,"partecipazione a fiere internazionali, mostre e missioni di sistema - Fondo 394/81",
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA06,"Participation to International Fairs, Exhibitions and Business Missions - Fondo 394/81",_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2020,,0.003,,0,Units,"partecipazione a fiere internazionali, mostre e missioni di sistema - Fondo 394/81",
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA06,"Participation to International Fairs, Exhibitions and Business Missions - Fondo 394/81",_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2021,,0.011,,0,Units,"partecipazione a fiere internazionali, mostre e missioni di sistema - Fondo 394/81",
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA10,SMEs Guarantee Fund,_Z,Not applicable,ITA,Italy,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2019,,13310,,6,Millions,Fondo di Garanzia per le PMI (FGPMI),
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA10,SMEs Guarantee Fund,_Z,Not applicable,ITA,Italy,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2020,,13373,,6,Millions,Fondo di Garanzia per le PMI (FGPMI),
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA10,SMEs Guarantee Fund,_Z,Not applicable,ITA,Italy,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2021,,13557,,6,Millions,Fondo di Garanzia per le PMI (FGPMI),
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA10,SMEs Guarantee Fund,_Z,Not applicable,ITA,Italy,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2019,,0.741,,0,Units,Fondo di Garanzia per le PMI (FGPMI),
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA10,SMEs Guarantee Fund,_Z,Not applicable,ITA,Italy,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2020,,0.807,,0,Units,Fondo di Garanzia per le PMI (FGPMI),
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA10,SMEs Guarantee Fund,_Z,Not applicable,ITA,Italy,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2021,,0.764,,0,Units,Fondo di Garanzia per le PMI (FGPMI),
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA13,State guarantee on Banca Carige bond issuances,K,Financial and insurance activities,ITA,Italy,FI02,Guarantees,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2019,,3000,,6,Millions,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA13,State guarantee on Banca Carige bond issuances,K,Financial and insurance activities,ITA,Italy,FI02,Guarantees,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2019,,0.167,,0,Units,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA26,Fund to incentivise research,_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2019,,3,,6,Millions,Fondo agevolazione alla ricerca (FAR) (D.Lgs. 297/99),
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA26,Fund to incentivise research,_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2020,,3,,6,Millions,Fondo agevolazione alla ricerca (FAR) (D.Lgs. 297/99),
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA26,Fund to incentivise research,_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2021,,3,,6,Millions,Fondo agevolazione alla ricerca (FAR) (D.Lgs. 297/99),
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA28,GID Fund (i.e. Grandi Imprese in Difficoltá = big firms facing difficulties),_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,XDC,National currency,2021,,400,,6,Millions,Fondo GID - sostegno alle grandi imprese in temporanea difficoltà finanziaria,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA28,GID Fund (i.e. Grandi Imprese in Difficoltá = big firms facing difficulties),_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,PT_B1GQ,Percentage of GDP,2021,,0.023,,0,Units,Fondo GID - sostegno alle grandi imprese in temporanea difficoltà finanziaria,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA38,Financial Guarantee for internationalization,_Z,Not applicable,ITA,Italy,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,XDC,National currency,2019,,171,,6,Millions,Garanzie Finanziarie per l’Internazionalizzazione,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA38,Financial Guarantee for internationalization,_Z,Not applicable,ITA,Italy,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,XDC,National currency,2020,,134,,6,Millions,Garanzie Finanziarie per l’Internazionalizzazione,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA38,Financial Guarantee for internationalization,_Z,Not applicable,ITA,Italy,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,XDC,National currency,2021,,70,,6,Millions,Garanzie Finanziarie per l’Internazionalizzazione,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA38,Financial Guarantee for internationalization,_Z,Not applicable,ITA,Italy,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2019,,0.01,,0,Units,Garanzie Finanziarie per l’Internazionalizzazione,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA38,Financial Guarantee for internationalization,_Z,Not applicable,ITA,Italy,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2020,,0.008,,0,Units,Garanzie Finanziarie per l’Internazionalizzazione,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA38,Financial Guarantee for internationalization,_Z,Not applicable,ITA,Italy,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2021,,0.004,,0,Units,Garanzie Finanziarie per l’Internazionalizzazione,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA39,"“Smart & Start"" scheme",_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,NO,No,YES,Yes,NO,No,YES,Yes,NO,No,YES,Yes,NO,No,NO,No,NO,No,XDC,National currency,2019,,58,,6,Millions,Smart & Start Italia (S&SI),
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA39,"“Smart & Start"" scheme",_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,NO,No,YES,Yes,NO,No,YES,Yes,NO,No,YES,Yes,NO,No,NO,No,NO,No,XDC,National currency,2020,,68,,6,Millions,Smart & Start Italia (S&SI),
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA39,"“Smart & Start"" scheme",_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,NO,No,YES,Yes,NO,No,YES,Yes,NO,No,YES,Yes,NO,No,NO,No,NO,No,XDC,National currency,2021,,408,,6,Millions,Smart & Start Italia (S&SI),
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA39,"“Smart & Start"" scheme",_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,NO,No,YES,Yes,NO,No,YES,Yes,NO,No,YES,Yes,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2019,,0.003,,0,Units,Smart & Start Italia (S&SI),
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA39,"“Smart & Start"" scheme",_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,NO,No,YES,Yes,NO,No,YES,Yes,NO,No,YES,Yes,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2020,,0.004,,0,Units,Smart & Start Italia (S&SI),
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA39,"“Smart & Start"" scheme",_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,NO,No,YES,Yes,NO,No,YES,Yes,NO,No,YES,Yes,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2021,,0.023,,0,Units,Smart & Start Italia (S&SI),
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA47,Development Contracts (CdS): Cohesion and Development Fund (FSC) 2014-2020,_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2019,,328,,6,Millions,Contratti di Sviluppo (CdS): Fondo Sviluppo e Coesione (FSC) 2014-2020,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA47,Development Contracts (CdS): Cohesion and Development Fund (FSC) 2014-2020,_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2020,,343,,6,Millions,Contratti di Sviluppo (CdS): Fondo Sviluppo e Coesione (FSC) 2014-2020,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA47,Development Contracts (CdS): Cohesion and Development Fund (FSC) 2014-2020,_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2021,,326,,6,Millions,Contratti di Sviluppo (CdS): Fondo Sviluppo e Coesione (FSC) 2014-2020,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA47,Development Contracts (CdS): Cohesion and Development Fund (FSC) 2014-2020,_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2019,,0.018,,0,Units,Contratti di Sviluppo (CdS): Fondo Sviluppo e Coesione (FSC) 2014-2020,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA47,Development Contracts (CdS): Cohesion and Development Fund (FSC) 2014-2020,_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2020,,0.021,,0,Units,Contratti di Sviluppo (CdS): Fondo Sviluppo e Coesione (FSC) 2014-2020,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA47,Development Contracts (CdS): Cohesion and Development Fund (FSC) 2014-2020,_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2021,,0.018,,0,Units,Contratti di Sviluppo (CdS): Fondo Sviluppo e Coesione (FSC) 2014-2020,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA48,R&D circular economy,_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,YES,Yes,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2020,,52,,6,Millions,R&S economia circolare,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA48,R&D circular economy,_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,YES,Yes,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2021,,105,,6,Millions,R&S economia circolare,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA48,R&D circular economy,_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,YES,Yes,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2020,,0.003,,0,Units,R&S economia circolare,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA48,R&D circular economy,_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,YES,Yes,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2021,,0.006,,0,Units,R&S economia circolare,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA49,EIF-EFSI Guarantees - Italy,_Z,Not applicable,ITA,Italy,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,XDC,National currency,2019,,403,,6,Millions,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA49,EIF-EFSI Guarantees - Italy,_Z,Not applicable,ITA,Italy,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,XDC,National currency,2020,,839,,6,Millions,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA49,EIF-EFSI Guarantees - Italy,_Z,Not applicable,ITA,Italy,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,XDC,National currency,2021,,325,,6,Millions,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA49,EIF-EFSI Guarantees - Italy,_Z,Not applicable,ITA,Italy,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,PT_B1GQ,Percentage of GDP,2019,,0.022,,0,Units,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA49,EIF-EFSI Guarantees - Italy,_Z,Not applicable,ITA,Italy,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,PT_B1GQ,Percentage of GDP,2020,,0.051,,0,Units,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA49,EIF-EFSI Guarantees - Italy,_Z,Not applicable,ITA,Italy,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,PT_B1GQ,Percentage of GDP,2021,,0.018,,0,Units,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA54,EIB-EFSI Loans - Italy,_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,XDC,National currency,2019,,718,,6,Millions,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA54,EIB-EFSI Loans - Italy,_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,XDC,National currency,2020,,710,,6,Millions,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA54,EIB-EFSI Loans - Italy,_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,XDC,National currency,2021,,289,,6,Millions,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA54,EIB-EFSI Loans - Italy,_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,PT_B1GQ,Percentage of GDP,2019,,0.04,,0,Units,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA54,EIB-EFSI Loans - Italy,_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,PT_B1GQ,Percentage of GDP,2020,,0.043,,0,Units,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA54,EIB-EFSI Loans - Italy,_Z,Not applicable,ITA,Italy,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,PT_B1GQ,Percentage of GDP,2021,,0.016,,0,Units,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA59,EIF-EFSI Venture capital - Italy,_Z,Not applicable,ITA,Italy,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,XDC,National currency,2019,,120,,6,Millions,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA59,EIF-EFSI Venture capital - Italy,_Z,Not applicable,ITA,Italy,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,XDC,National currency,2020,,71,,6,Millions,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,ITA59,EIF-EFSI Venture capital - Italy,_Z,Not applicable,ITA,Italy,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,XDC,National currency,2021,,85,,6,Millions,Original language is English or French,
