LOCATION,Country,REG_ID,Region,IND,Indicator,ISC11,Education ISCED level,GENDER,Gender,MEAS,Measure,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
GBR,United Kingdom,UKM7,Eastern Scotland (NUTS2016),NEAC_SHARE_EA_Y25T64,Share of population 25 to 64 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2019,2019,PC,Percentage,0,Units,,,53,,
GBR,United Kingdom,UKK3,Cornwall And Isles Of Scilly,NEAC_SHARE_EA_Y25T64,Share of population 25 to 64 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,32,,
GBR,United Kingdom,UKK3,Cornwall And Isles Of Scilly,NEAC_SHARE_EA_Y25T64,Share of population 25 to 64 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,34.8,,
GBR,United Kingdom,UKK3,Cornwall And Isles Of Scilly,NEAC_SHARE_EA_Y25T64,Share of population 25 to 64 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,41.1,,
GBR,United Kingdom,UKK3,Cornwall And Isles Of Scilly,NEAC_SHARE_EA_Y25T64,Share of population 25 to 64 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,41.2,,
GBR,United Kingdom,UKK3,Cornwall And Isles Of Scilly,NEAC_SHARE_EA_Y25T64,Share of population 25 to 64 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2019,2019,PC,Percentage,0,Units,,,42.9,,
GBR,United Kingdom,UKI5,Outer London,NEAC_SHARE_EA_Y25T64,Share of population 25 to 64 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,34.4,,
GBR,United Kingdom,UKI5,Outer London,NEAC_SHARE_EA_Y25T64,Share of population 25 to 64 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,34.9,,
GBR,United Kingdom,UKI5,Outer London,NEAC_SHARE_EA_Y25T64,Share of population 25 to 64 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,34.9,,
GBR,United Kingdom,UKI5,Outer London,NEAC_SHARE_EA_Y25T64,Share of population 25 to 64 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,34.3,,
GBR,United Kingdom,UKI5,Outer London,NEAC_SHARE_EA_Y25T64,Share of population 25 to 64 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2019,2019,PC,Percentage,0,Units,,,35.5,,
GBR,United Kingdom,UKM5,North Eastern Scotland,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,61.5,,
GBR,United Kingdom,UKM5,North Eastern Scotland,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,64.1,,
GBR,United Kingdom,UKM5,North Eastern Scotland,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,62.2,,
GBR,United Kingdom,UKM5,North Eastern Scotland,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,61.6,,
GBR,United Kingdom,UKM5,North Eastern Scotland,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2019,2019,PC,Percentage,0,Units,,,61.6,,
GBR,United Kingdom,UKC2,Northumberland and Tyne And Wear,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,42.5,,
GBR,United Kingdom,UKC2,Northumberland and Tyne And Wear,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,46.4,,
GBR,United Kingdom,UKC2,Northumberland and Tyne And Wear,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,42.8,,
GBR,United Kingdom,UKC2,Northumberland and Tyne And Wear,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,36.7,,
GBR,United Kingdom,UKC2,Northumberland and Tyne And Wear,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2019,2019,PC,Percentage,0,Units,,,37.8,,
GBR,United Kingdom,UKH2,Bedfordshire and Hertfordshire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,40.2,,
GBR,United Kingdom,UKH2,Bedfordshire and Hertfordshire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,41.8,,
GBR,United Kingdom,UKH2,Bedfordshire and Hertfordshire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,38.7,,
GBR,United Kingdom,UKH2,Bedfordshire and Hertfordshire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,37,,
GBR,United Kingdom,UKH2,Bedfordshire and Hertfordshire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2019,2019,PC,Percentage,0,Units,,,38.8,,
GBR,United Kingdom,UKG2,Shropshire and Staffordshire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,42.6,,
GBR,United Kingdom,UKG2,Shropshire and Staffordshire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,51.8,,
GBR,United Kingdom,UKG2,Shropshire and Staffordshire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,47.9,,
GBR,United Kingdom,UKG2,Shropshire and Staffordshire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,47,,
GBR,United Kingdom,UKG2,Shropshire and Staffordshire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2019,2019,PC,Percentage,0,Units,,,43.9,,
GBR,United Kingdom,UKF2,"Leicestershire, Rutland and Northamptonshire",NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,45.8,,
GBR,United Kingdom,UKF2,"Leicestershire, Rutland and Northamptonshire",NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,44.3,,
GBR,United Kingdom,UKF2,"Leicestershire, Rutland and Northamptonshire",NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,46.4,,
GBR,United Kingdom,UKF2,"Leicestershire, Rutland and Northamptonshire",NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,39,,
GBR,United Kingdom,UKF2,"Leicestershire, Rutland and Northamptonshire",NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2019,2019,PC,Percentage,0,Units,,,43.6,,
GBR,United Kingdom,UKJ2,Surrey East And West Sussex,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,42.4,,
GBR,United Kingdom,UKJ2,Surrey East And West Sussex,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,46.9,,
GBR,United Kingdom,UKJ2,Surrey East And West Sussex,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,48.4,,
GBR,United Kingdom,UKJ2,Surrey East And West Sussex,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,49.9,,
GBR,United Kingdom,UKJ2,Surrey East And West Sussex,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2019,2019,PC,Percentage,0,Units,,,53.9,,
GBR,United Kingdom,UKD4,Lancashire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,45,,
GBR,United Kingdom,UKD4,Lancashire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,48.1,,
GBR,United Kingdom,UKD4,Lancashire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,48.6,,
GBR,United Kingdom,UKD4,Lancashire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,41.7,,
GBR,United Kingdom,UKD4,Lancashire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2019,2019,PC,Percentage,0,Units,,,42.1,,
GBR,United Kingdom,UKC2,Northumberland and Tyne And Wear,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,41.1,,
GBR,United Kingdom,UKC2,Northumberland and Tyne And Wear,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,37.7,,
GBR,United Kingdom,UKC2,Northumberland and Tyne And Wear,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,37.3,,
GBR,United Kingdom,UKC2,Northumberland and Tyne And Wear,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,44.6,,
GBR,United Kingdom,UKC2,Northumberland and Tyne And Wear,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2019,2019,PC,Percentage,0,Units,,,41.7,,
GBR,United Kingdom,UKG3,West Midlands,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,39.4,,
GBR,United Kingdom,UKG3,West Midlands,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,39.9,,
GBR,United Kingdom,UKG3,West Midlands,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,37.2,,
GBR,United Kingdom,UKG3,West Midlands,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,38.4,,
GBR,United Kingdom,UKG3,West Midlands,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2019,2019,PC,Percentage,0,Units,,,43.4,,
GBR,United Kingdom,UKE4,West Yorkshire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,41.4,,
GBR,United Kingdom,UKE4,West Yorkshire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,39.1,,
GBR,United Kingdom,UKE4,West Yorkshire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,41.1,,
GBR,United Kingdom,UKE4,West Yorkshire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,37.6,,
GBR,United Kingdom,UKE4,West Yorkshire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2019,2019,PC,Percentage,0,Units,,,38.2,,
GBR,United Kingdom,UKE1,East Yorkshire And Northern Lincolnshire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,48.4,,
GBR,United Kingdom,UKE1,East Yorkshire And Northern Lincolnshire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,44.2,,
GBR,United Kingdom,UKE1,East Yorkshire And Northern Lincolnshire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,42.2,,
GBR,United Kingdom,UKE1,East Yorkshire And Northern Lincolnshire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,43,,
GBR,United Kingdom,UKE1,East Yorkshire And Northern Lincolnshire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2019,2019,PC,Percentage,0,Units,,,51.5,,
GBR,United Kingdom,UKH2,Bedfordshire and Hertfordshire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,45.7,,
GBR,United Kingdom,UKH2,Bedfordshire and Hertfordshire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,44.2,,
GBR,United Kingdom,UKH2,Bedfordshire and Hertfordshire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,47.6,,
GBR,United Kingdom,UKH2,Bedfordshire and Hertfordshire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,50.9,,
GBR,United Kingdom,UKH2,Bedfordshire and Hertfordshire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2019,2019,PC,Percentage,0,Units,,,49.7,,
GBR,United Kingdom,UKM5,North Eastern Scotland,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,32.1,,
GBR,United Kingdom,UKM5,North Eastern Scotland,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,28.8,,
GBR,United Kingdom,UKM5,North Eastern Scotland,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,22.7,,
GBR,United Kingdom,UKM5,North Eastern Scotland,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,30.2,,
GBR,United Kingdom,UKM5,North Eastern Scotland,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2019,2019,PC,Percentage,0,Units,,,30.5,,
GBR,United Kingdom,UKI3,Inner London - West,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,78.3,,
GBR,United Kingdom,UKI3,Inner London - West,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,84.9,,
GBR,United Kingdom,UKI3,Inner London - West,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,82.3,,
GBR,United Kingdom,UKI3,Inner London - West,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,78.6,,
GBR,United Kingdom,UKI3,Inner London - West,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2019,2019,PC,Percentage,0,Units,,,77.2,,
GBR,United Kingdom,UKL2,East Wales,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,39.5,,
GBR,United Kingdom,UKL2,East Wales,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,40.7,,
GBR,United Kingdom,UKL2,East Wales,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,42.7,,
GBR,United Kingdom,UKL2,East Wales,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,41.3,,
GBR,United Kingdom,UKL2,East Wales,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2019,2019,PC,Percentage,0,Units,,,40,,
GBR,United Kingdom,UKI3,Inner London - West,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,15.6,,
GBR,United Kingdom,UKI3,Inner London - West,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,9.7,,
GBR,United Kingdom,UKI3,Inner London - West,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,11.2,,
GBR,United Kingdom,UKI3,Inner London - West,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,14.6,,
GBR,United Kingdom,UKI3,Inner London - West,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,VALUE,Value,2019,2019,PC,Percentage,0,Units,,,17.2,,
GBR,United Kingdom,UKM8,West Central Scotland  (NUTS2016),NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,59.3,,
GBR,United Kingdom,UKM8,West Central Scotland  (NUTS2016),NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,58.7,,
GBR,United Kingdom,UKM8,West Central Scotland  (NUTS2016),NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,56.8,,
GBR,United Kingdom,UKM8,West Central Scotland  (NUTS2016),NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,52.4,,
GBR,United Kingdom,UKM8,West Central Scotland  (NUTS2016),NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2019,2019,PC,Percentage,0,Units,,,59.9,,
GBR,United Kingdom,UKD4,Lancashire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,39.8,,
GBR,United Kingdom,UKD4,Lancashire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,37,,
GBR,United Kingdom,UKD4,Lancashire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,38,,
GBR,United Kingdom,UKD4,Lancashire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,42,,
GBR,United Kingdom,UKD4,Lancashire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2019,2019,PC,Percentage,0,Units,,,42,,
GBR,United Kingdom,UKE1,East Yorkshire And Northern Lincolnshire,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L5T8,Total tertiary education (ISCED2011 levels 5 to 8),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,34.5,,
